name,gender,hairLength,elasticity,front_image,round,oval,oblong,square,heart,diamond,triangular,pear,ut,tt,tf,ff,fs,os,FilePath,image_encodings
Adrian Grenier Medium Curly     Hairstyle  ,Men,Medium,Curly,front_Adrian Grenier Medium Curly     Hairstyle  _Adrian-Grenier.jpg,0,1,1,1,0,1,0,0,0,1,1,1,0,0,/content/drive/My Drive/MALE/front_Adrian Grenier Medium Curly     Hairstyle  _Adrian-Grenier.jpg,"[-0.13016361  0.15278262  0.07504433 -0.06578264 -0.13559942  0.01618946
  0.07804539 -0.06401285  0.1164045   0.02105973  0.17406981  0.04757404
 -0.2275496   0.01208688 -0.12278479  0.0069412  -0.16183048 -0.20241924
 -0.10123979  0.03004098 -0.01109295  0.02403541 -0.04927661 -0.02041778
 -0.07313912 -0.32234365 -0.07349198 -0.07373422 -0.0050341  -0.11992105
  0.12477927 -0.02445036 -0.23984449 -0.07434082 -0.03038964  0.05039008
 -0.10147878 -0.00628537  0.24204102  0.00538176 -0.16674168  0.06474177
  0.06519925  0.42775723  0.19487143  0.0237678  -0.07277947 -0.064322
  0.10868607 -0.32772467  0.15244031  0.17546341  0.17286482  0.08685909
  0.08381028 -0.06861293  0.04897     0.123261   -0.23168856  0.1074601
  0.06459589 -0.06935132  0.07970803 -0.12481772  0.21964474  0.05318425
 -0.07228801 -0.03450778  0.14412266 -0.1851671  -0.05586435  0.00346168
 -0.03245239 -0.17768648 -0.26292366  0.11077156  0.44223398  0.21713926
 -0.18118568  0.00846701 -0.11923694 -0.07950065  0.06386821  0.02354354
 -0.11223498 -0.01099499 -0.11232362  0.06266589  0.24301621  0.01115959
 -0.0515265   0.20894387  0.03639    -0.04427466  0.09245135 -0.03390861
 -0.06434618  0.01976144 -0.20078926  0.06986123 -0.09102754 -0.12515917
 -0.00210014  0.11266565 -0.14612409  0.13555256  0.0579362  -0.05166971
 -0.03698646 -0.03831263 -0.09731015 -0.081852    0.19112851 -0.27064168
  0.27384597  0.09920259 -0.02280556  0.1485274   0.04514789  0.03365055
 -0.02325228 -0.0217564  -0.11459368 -0.04118285  0.07519536 -0.02118627
  0.12121601  0.08308116]"
James Marsden Short Wavy    Brunette   Hairstyle  ,Men,Short,Wavy,front_James Marsden Short Wavy    Brunette   Hairstyle  _James-Marsden.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_James Marsden Short Wavy    Brunette   Hairstyle  _James-Marsden.jpg,"[-1.20853394e-01  1.07328504e-01  4.54275645e-02 -9.73670632e-02
 -1.43287092e-01 -8.49325284e-02 -6.91726208e-02 -4.53700870e-02
  2.24648014e-01 -1.22763999e-01  2.86189914e-01  5.40703572e-02
 -2.10888699e-01 -6.89527243e-02 -9.66753289e-02  1.82404891e-02
 -1.45099014e-01 -1.02595553e-01 -1.19230691e-02 -1.33913979e-01
  1.16875455e-01  3.35677862e-02 -3.22215110e-02  7.09639713e-02
 -5.74964471e-02 -3.04351509e-01 -1.10254318e-01 -6.71968982e-02
  3.66027877e-02 -1.79867983e-01  1.17984414e-01  8.28748718e-02
 -1.81001976e-01 -1.04495727e-01 -1.29729509e-04  2.54541244e-02
 -4.53201532e-02 -4.30742949e-02  2.22869813e-01  1.13032041e-02
 -3.03772502e-02  4.93384488e-02 -2.52944119e-02  3.46342206e-01
  4.94056419e-02  4.15909104e-02  1.39654903e-02 -9.80040208e-02
  1.95712015e-01 -1.83618188e-01  2.17667110e-02  2.79475927e-01
  1.06894314e-01  1.95052400e-02  1.30148262e-01 -1.49256498e-01
  9.34344679e-02  2.10340172e-01 -2.12316155e-01  1.52997240e-01
  9.99536738e-03 -1.12336040e-01 -5.53339645e-02 -5.25220037e-02
  1.62921935e-01  5.28686643e-02 -7.52891451e-02 -1.64034486e-01
  1.69117704e-01 -3.85614261e-02 -5.94845787e-02  1.45494893e-01
 -1.39014676e-01 -2.10169226e-01 -9.13040563e-02  8.64674598e-02
  4.08308178e-01  1.41476631e-01 -1.70171022e-01  7.88881704e-02
 -1.53351367e-01 -7.76146576e-02  3.20883356e-02 -1.14162918e-03
 -7.41030723e-02 -1.04697913e-01 -1.55174211e-01  6.68722093e-02
  1.36435315e-01  6.20085970e-02 -3.72417644e-02  2.50003070e-01
  4.01108675e-02  3.54668349e-02  1.59785338e-02 -3.51007059e-02
 -1.88169137e-01  5.38487360e-02 -1.00592434e-01 -5.41707650e-02
  8.14463273e-02 -1.25343710e-01 -7.51362890e-02  2.37420201e-02
 -1.91895396e-01  1.48190588e-01  9.08638351e-03  8.91727395e-03
 -7.79072046e-02 -4.09894511e-02 -1.10506363e-01  6.42567724e-02
  1.42469302e-01 -3.19297731e-01  3.19633037e-01  1.22882128e-01
  1.03227496e-01  2.12124869e-01  6.40405044e-02 -2.08307244e-02
  3.46088968e-02 -1.71307266e-01 -1.21649086e-01 -1.20537676e-01
  1.11777866e-02 -1.36135668e-02  2.52153501e-02 -3.66648957e-02]"
Chris Colfer Short Straight     Hairstyle  ,Men,Short,Straight,front_Chris Colfer Short Straight     Hairstyle  _Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight     Hairstyle  _Chris-Colfer.jpg,"[-0.0791299   0.05085967  0.07543512 -0.15662459 -0.16663539 -0.01699159
 -0.00507558  0.01415175  0.15586632 -0.0966567   0.23195496  0.01230345
 -0.20745091 -0.10816757  0.08688867  0.11682536 -0.20518962 -0.19576441
 -0.02384752 -0.08093792  0.02233978  0.03534874 -0.09331492  0.1162305
 -0.16769505 -0.39746481 -0.11192864 -0.0100998   0.04394399 -0.14919087
  0.06350197  0.11329122 -0.22073849 -0.03705988  0.01357278  0.1396009
 -0.11457175 -0.10997438  0.18619838  0.08850431 -0.18307999  0.01548815
 -0.02782791  0.29352686  0.16469179  0.0156266   0.05599096  0.00791723
  0.10822706 -0.24059615  0.08229717  0.25860366  0.04131371  0.08140465
 -0.0307095  -0.11605251 -0.02300889  0.14835012 -0.31055203  0.06583308
  0.0329764  -0.14728604 -0.02786222 -0.0709898   0.1220651   0.142171
 -0.10178684 -0.23323619  0.24304698 -0.18871866 -0.0894128   0.09676578
 -0.13997701 -0.17473967 -0.23059447  0.10876002  0.33771312  0.08479502
 -0.08576554 -0.03118983 -0.05472995 -0.09079218 -0.01386516  0.06024869
 -0.0409015  -0.05045638 -0.06043843  0.15984294  0.23357983  0.06062877
 -0.03580563  0.25092092  0.03643359  0.01828728  0.06687807  0.08034643
 -0.00904744  0.06550143 -0.09841351  0.0761476   0.03981007 -0.14777724
 -0.02165402  0.11755495 -0.13351411  0.24625196  0.02241113 -0.01978198
 -0.09134343 -0.00751602 -0.21246275 -0.04448326  0.19683516 -0.26907268
  0.26711929  0.23003535  0.09795202  0.11905536  0.05323505  0.02357332
  0.02246168 -0.21163055 -0.18203554 -0.05695104  0.03249012 -0.02044665
  0.03613205  0.0451644 ]"
Chris Colfer Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Chris Colfer Short Straight   Dark Brunette   Hairstyle  _Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight   Dark Brunette   Hairstyle  _Chris-Colfer.jpg,"[-0.02962993  0.11197417 -0.00467417 -0.14232691 -0.10899986  0.01541874
 -0.01675807  0.0032542   0.18077345 -0.06527716  0.2229623   0.00955013
 -0.22470158 -0.12251823  0.12449734  0.07924563 -0.24913462 -0.16869383
  0.01240038 -0.06852862  0.1091406   0.03968063 -0.08048569  0.14840555
 -0.22400682 -0.36391199 -0.08737344 -0.01625469  0.04388509 -0.12261862
  0.06227199  0.10398427 -0.21507153  0.01144     0.01077794  0.1527525
 -0.11765034 -0.10088468  0.20372829  0.08121673 -0.1605508   0.05108999
 -0.01587254  0.29472029  0.19925472 -0.00430497  0.07089674  0.01875972
  0.10873097 -0.22944652  0.06535332  0.29548672  0.12726535  0.06644973
 -0.02693507 -0.12187435 -0.05646949  0.14010817 -0.28859693  0.0723914
  0.04940957 -0.165117   -0.02418981 -0.06935456  0.11377949  0.12233412
 -0.1126682  -0.22525036  0.19040442 -0.19173473 -0.13615285  0.10733021
 -0.14369971 -0.20955208 -0.21818256  0.10120859  0.28820112  0.10063288
 -0.12438418  0.01107458 -0.03114017 -0.06480842  0.00925332  0.06527084
 -0.03183239 -0.07887304 -0.10800685  0.18192895  0.25576854  0.00694516
 -0.02828116  0.24298801  0.04524405  0.01614082  0.02442215  0.03625758
 -0.01475731  0.09102538 -0.08327313  0.07566717  0.03904681 -0.13173261
 -0.02403553  0.09830161 -0.15646125  0.23622614  0.03540335 -0.05010738
 -0.07623304 -0.02468463 -0.23467201 -0.01199191  0.19403157 -0.2987304
  0.26750094  0.19607437  0.08577657  0.13225901  0.04549629  0.05513223
  0.04098955 -0.18962717 -0.19270013 -0.07052208  0.03889085  0.00143035
  0.05949218  0.00812657]"
Chris Colfer Short Straight    Brunette   Hairstyle   with Dark Blonde Highlights,Men,Short,Straight,front_Chris Colfer Short Straight    Brunette   Hairstyle   with Dark Blonde Highlights_Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight    Brunette   Hairstyle   with Dark Blonde Highlights_Chris-Colfer.jpg,"[-0.06706507  0.06814613  0.0664377  -0.11229043 -0.11470757  0.02128927
 -0.01817135 -0.04347855  0.12664472 -0.0863634   0.24876691  0.01140109
 -0.2396162  -0.11772601  0.07921261  0.09502014 -0.21724679 -0.17326498
  0.00677607 -0.055069    0.04599174  0.06294634 -0.05374202  0.13305032
 -0.22901496 -0.40750939 -0.11857144 -0.04602636  0.00877432 -0.17824709
  0.02593634  0.10825375 -0.22229694  0.02062336  0.00922399  0.10806753
 -0.09959279 -0.09111117  0.2106881   0.13011888 -0.1626524   0.0099244
 -0.03941389  0.31129247  0.20818684 -0.0224703   0.05561911  0.00583705
  0.10679934 -0.27388993  0.08646658  0.24205649  0.06650488  0.07844491
 -0.02791275 -0.14058198 -0.08355033  0.12917684 -0.27162462  0.11861959
  0.02003658 -0.17721486 -0.02801701 -0.05404498  0.12459721  0.15113039
 -0.1186597  -0.20503554  0.23868598 -0.17312191 -0.07534212  0.1205809
 -0.14982922 -0.2066886  -0.21986121  0.11104701  0.35839397  0.09521744
 -0.14461982 -0.06509474 -0.07696213 -0.06845823  0.00175412  0.06471134
 -0.02000004 -0.06996287 -0.0677084   0.19426084  0.24835575  0.05190952
 -0.05261175  0.2731649  -0.00406145  0.04353682  0.08194515  0.07854916
 -0.02401423  0.0494318  -0.08633485  0.07142225  0.00892569 -0.14910412
 -0.00523918  0.15071929 -0.1260006   0.25857195  0.02153201 -0.05229608
 -0.06026205 -0.01637244 -0.21141952 -0.01327249  0.19551446 -0.30602828
  0.27697045  0.19308764  0.07824488  0.13047881 -0.00371869  0.04757686
 -0.00339854 -0.18793991 -0.18635017 -0.04851525  0.0467064  -0.01861133
  0.03905658 -0.0100519 ]"
Chris Colfer Short Straight   Dark Chocolate Brunette   Hairstyle   with  Red Highlights,Men,Short,Straight,front_Chris Colfer Short Straight   Dark Chocolate Brunette   Hairstyle   with  Red Highlights_Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight   Dark Chocolate Brunette   Hairstyle   with  Red Highlights_Chris-Colfer.jpg,"[-0.04897518  0.04751261  0.03038231 -0.12439517 -0.12868871  0.03265289
 -0.01199649 -0.03639746  0.16905387 -0.09907268  0.22389787  0.03073398
 -0.20460881 -0.10632825  0.12970097  0.08365048 -0.24468327 -0.18855445
 -0.01036836 -0.06847147  0.01913803  0.04925599 -0.05566894  0.11920519
 -0.24394098 -0.38612193 -0.08770321 -0.03060131  0.06031482 -0.12113154
  0.01898671  0.13814007 -0.19533443  0.0313824   0.01057353  0.15917431
 -0.10376515 -0.10437381  0.222708    0.11573767 -0.20839892  0.00674042
 -0.04128926  0.30525541  0.22836801 -0.03479392  0.04177953  0.03435944
  0.14822359 -0.27456588  0.10914113  0.2588549   0.08209066  0.05550519
 -0.00538969 -0.11771239 -0.07463618  0.09611565 -0.29757735  0.03344267
  0.0495308  -0.14759378 -0.01973431 -0.09989387  0.10708088  0.16396715
 -0.1001041  -0.22376889  0.20671114 -0.18362543 -0.11449466  0.1164361
 -0.15731482 -0.185569   -0.25396305  0.0958704   0.34105518  0.11643864
 -0.08721297 -0.01594277 -0.04213974 -0.10754572 -0.00793377  0.05465384
 -0.03478416 -0.03124977 -0.07512379  0.18782765  0.23586911  0.0352637
 -0.06350678  0.23135436  0.0123325   0.01439317  0.06218856  0.08333686
 -0.03097761  0.06334446 -0.1133883   0.04274111  0.05531267 -0.10734771
  0.02234113  0.139844   -0.14829277  0.28633022  0.01864034 -0.04032603
 -0.04247692 -0.0330478  -0.21899191 -0.00863709  0.1923984  -0.29521152
  0.22022103  0.15824927  0.09085427  0.12797007  0.02165816  0.02679078
 -0.01775769 -0.15690881 -0.19783759 -0.06949536  0.03614252  0.00398113
  0.06730672  0.04192508]"
Chris Colfer Short Straight    Auburn Brunette   Hairstyle  ,Men,Short,Straight,front_Chris Colfer Short Straight    Auburn Brunette   Hairstyle  _Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight    Auburn Brunette   Hairstyle  _Chris-Colfer.jpg,"[-0.05493132  0.05478653  0.04043809 -0.13467734 -0.09684131  0.02675684
 -0.02100071 -0.02689346  0.09508026 -0.06561926  0.26743215  0.02846714
 -0.27510905 -0.16692138  0.11391895  0.12226402 -0.21507388 -0.1671831
 -0.04094651 -0.01831476  0.03163676  0.02940025  0.01225806  0.11152297
 -0.19261527 -0.35252285 -0.03165686 -0.06711046 -0.06959739 -0.14466754
  0.0171621   0.12745526 -0.17862089  0.03650624 -0.01497822  0.14137235
 -0.11158881 -0.11876386  0.25276691  0.1023667  -0.192468    0.01336359
 -0.07963233  0.28153092  0.19945613 -0.06423172  0.03497132  0.02839428
  0.13028385 -0.27717066  0.05845618  0.24432507  0.11211254  0.02156204
  0.00120834 -0.09813409  0.00147298  0.12095734 -0.296781   -0.0137639
  0.00280845 -0.13061553 -0.0059807  -0.11702262  0.13227713  0.13775772
 -0.11531131 -0.19063257  0.16820325 -0.11314508 -0.16058129  0.11553387
 -0.1973242  -0.23802677 -0.26587999  0.09837752  0.25499609  0.14037314
 -0.201713   -0.04612645 -0.03978026 -0.07698222  0.02582096  0.05706324
 -0.01099546 -0.0339736  -0.1155253   0.08832902  0.19766037 -0.00325434
 -0.10719838  0.24765971  0.05209702  0.01754457  0.07427563  0.00265441
  0.02932046  0.08521515 -0.16234182  0.07326817  0.01339934 -0.11915653
 -0.03180801  0.11173075 -0.11114807  0.18278769  0.0172946  -0.05808811
 -0.07298163 -0.03255225 -0.25322133 -0.04841306  0.15649779 -0.30294466
  0.21388634  0.21198031  0.11714569  0.09472291  0.07259181  0.02918198
 -0.02007051 -0.11020187 -0.20650774 -0.076471    0.13312657  0.05189473
  0.07076165  0.02592265]"
Chris Colfer Short Straight   Dark Brunette   Hairstyle  ,Men,Short,Straight,front_Chris Colfer Short Straight   Dark Brunette   Hairstyle  _Chris-Colfer.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Chris Colfer Short Straight   Dark Brunette   Hairstyle  _Chris-Colfer.jpg,"[-0.02962993  0.11197417 -0.00467417 -0.14232691 -0.10899986  0.01541874
 -0.01675807  0.0032542   0.18077345 -0.06527716  0.2229623   0.00955013
 -0.22470158 -0.12251823  0.12449734  0.07924563 -0.24913462 -0.16869383
  0.01240038 -0.06852862  0.1091406   0.03968063 -0.08048569  0.14840555
 -0.22400682 -0.36391199 -0.08737344 -0.01625469  0.04388509 -0.12261862
  0.06227199  0.10398427 -0.21507153  0.01144     0.01077794  0.1527525
 -0.11765034 -0.10088468  0.20372829  0.08121673 -0.1605508   0.05108999
 -0.01587254  0.29472029  0.19925472 -0.00430497  0.07089674  0.01875972
  0.10873097 -0.22944652  0.06535332  0.29548672  0.12726535  0.06644973
 -0.02693507 -0.12187435 -0.05646949  0.14010817 -0.28859693  0.0723914
  0.04940957 -0.165117   -0.02418981 -0.06935456  0.11377949  0.12233412
 -0.1126682  -0.22525036  0.19040442 -0.19173473 -0.13615285  0.10733021
 -0.14369971 -0.20955208 -0.21818256  0.10120859  0.28820112  0.10063288
 -0.12438418  0.01107458 -0.03114017 -0.06480842  0.00925332  0.06527084
 -0.03183239 -0.07887304 -0.10800685  0.18192895  0.25576854  0.00694516
 -0.02828116  0.24298801  0.04524405  0.01614082  0.02442215  0.03625758
 -0.01475731  0.09102538 -0.08327313  0.07566717  0.03904681 -0.13173261
 -0.02403553  0.09830161 -0.15646125  0.23622614  0.03540335 -0.05010738
 -0.07623304 -0.02468463 -0.23467201 -0.01199191  0.19403157 -0.2987304
  0.26750094  0.19607437  0.08577657  0.13225901  0.04549629  0.05513223
  0.04098955 -0.18962717 -0.19270013 -0.07052208  0.03889085  0.00143035
  0.05949218  0.00812657]"
Chris Colfer Medium Straight    Brunette   Hairstyle  ,Men,Medium,Straight,front_Chris Colfer Medium Straight    Brunette   Hairstyle  _Chris-Coulter.jpg,0,1,1,0,0,1,0,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Chris Colfer Medium Straight    Brunette   Hairstyle  _Chris-Coulter.jpg,"[-0.08268981  0.05373269  0.08704905 -0.09362674 -0.16965188  0.01046649
 -0.01075959 -0.03018337  0.12954091 -0.06204694  0.24031705 -0.00694286
 -0.24392834 -0.14004679  0.10527124  0.05848895 -0.1834999  -0.20216018
  0.01660725 -0.05636672  0.00288352  0.04042698 -0.0292232   0.09709816
 -0.18902379 -0.4315758  -0.1067038  -0.05809353  0.02097799 -0.14073707
  0.03743381  0.10549223 -0.18641517 -0.01359031  0.02812875  0.13204123
 -0.06555886 -0.07795542  0.16921988  0.04766254 -0.21088959  0.01045595
 -0.02199071  0.25052932  0.18883114  0.03058967  0.02464464 -0.01397247
  0.11214072 -0.23044534  0.09009025  0.27061319  0.0396533   0.02981335
  0.01383345 -0.10559136 -0.07460709  0.12929775 -0.28734922  0.06596027
  0.00920588 -0.09966359  0.02240241 -0.09548766  0.10644875  0.10888368
 -0.11105337 -0.19920714  0.20464036 -0.21212135 -0.11066747  0.13396809
 -0.13636087 -0.23145363 -0.21458903  0.11949199  0.37580913  0.12326714
 -0.11005533 -0.01725579 -0.04578356 -0.1247894  -0.02375557  0.08594301
 -0.02018767 -0.03504148 -0.07277964  0.11889953  0.23596242  0.05656637
 -0.03388304  0.28088057 -0.00882737  0.08892748  0.07284369  0.07453364
 -0.01329065  0.07863431 -0.11691321  0.04851689  0.00711328 -0.12807457
 -0.00532599  0.09334339 -0.12708375  0.21564366  0.01559682 -0.02962205
 -0.08726747 -0.02619506 -0.16132072 -0.01108082  0.19978832 -0.33125272
  0.26459736  0.196779    0.11633351  0.1484827   0.04284753 -0.00076481
  0.04837603 -0.20997831 -0.15968865 -0.06409308  0.03766456 -0.06248723
  0.03789947  0.03569299]"
Sterling Knight Medium Straight     Hairstyle  ,Men,Medium,Straight,front_Sterling Knight Medium Straight     Hairstyle  _Sterling-Knight.jpg,0,1,1,0,0,1,0,0,1,1,1,0,0,0,/content/drive/My Drive/MALE/front_Sterling Knight Medium Straight     Hairstyle  _Sterling-Knight.jpg,"[-1.26700416e-01  9.54530612e-02  6.98838085e-02 -1.39133438e-01
 -2.23959118e-01 -1.36887170e-02 -5.01073040e-02 -4.09142971e-02
  1.63407892e-01 -7.93706179e-02  2.30569586e-01 -4.15913910e-02
 -2.32050404e-01 -4.56009544e-02  2.44725570e-02  1.40112042e-01
 -1.36377469e-01 -2.11157337e-01  2.56654862e-02 -6.56951144e-02
  2.40634456e-02  6.78542256e-02 -6.13487624e-02  1.29731610e-01
 -1.08796947e-01 -2.71185696e-01 -7.01076537e-02 -7.79377222e-02
  3.53096388e-02 -1.22537240e-01  2.90603703e-03  1.07169561e-01
 -1.74362168e-01 -1.83841176e-02  3.51229943e-02  1.37807056e-01
 -5.73869236e-02 -4.06024121e-02  1.78000942e-01  3.45364213e-02
 -2.34919131e-01 -4.06185910e-02 -2.37938017e-04  2.55131572e-01
  1.93198130e-01  5.62187247e-02 -1.42469965e-02 -1.98581833e-02
  1.24366060e-01 -2.43983418e-01  6.80776089e-02  2.23129645e-01
  1.52429372e-01  7.50840753e-02 -3.18696685e-02 -1.58500403e-01
  5.25284298e-02  1.81346476e-01 -2.14264557e-01  5.67091107e-02
  3.10809650e-02 -2.09347680e-01  5.99462800e-02 -4.01541442e-02
  2.27386028e-01  7.97806829e-02 -7.61762410e-02 -2.08985627e-01
  1.35417312e-01 -1.85837105e-01 -2.31917202e-01  1.46153897e-01
 -1.44093007e-01 -1.19749606e-01 -3.15835893e-01  1.95200890e-02
  2.88122594e-01  7.05217570e-02 -1.61408141e-01  2.14747302e-02
 -6.07412308e-04 -5.30738905e-02 -1.55682620e-02  1.10471293e-01
 -5.18050008e-02 -1.12533763e-01 -1.36901274e-01 -4.56148833e-02
  2.99630463e-01 -5.05077541e-02  5.07345796e-03  2.21875668e-01
 -1.16856769e-04  9.62899625e-02 -1.61280148e-02  6.86301738e-02
 -3.27510084e-03  4.00240794e-02 -2.94861756e-03  5.00678271e-03
 -1.17865577e-02 -7.71591067e-02 -7.40376636e-02  1.29613250e-01
 -2.87943929e-01  1.95739463e-01 -4.87706959e-02  4.27707285e-03
 -1.22468457e-01 -7.48135075e-02 -4.35941368e-02  2.46689841e-02
  2.01002672e-01 -2.61943251e-01  2.90733099e-01  2.45931327e-01
  8.48617479e-02  1.18609279e-01  5.02394922e-02 -3.18874307e-02
  1.57136135e-02 -1.50207430e-01 -1.85300604e-01 -9.12125111e-02
  9.86767262e-02 -1.26303762e-01  1.60872284e-02  8.65878835e-02]"
David Henrie Short Straight   Black    Hairstyle  ,Men,Short,Straight,front_David Henrie Short Straight   Black    Hairstyle  _David-Henrie.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_David Henrie Short Straight   Black    Hairstyle  _David-Henrie.jpg,"[-0.01624648  0.02475767 -0.0446183  -0.04094331 -0.14485279  0.02577014
 -0.04766762 -0.09952398  0.171921   -0.0248789   0.22183679  0.00165725
 -0.22842497 -0.0196944  -0.05069422  0.04891133 -0.08512551 -0.0629117
 -0.10217115 -0.01458775 -0.06790264  0.11129318  0.03547042  0.11020796
 -0.11109023 -0.34663588 -0.07628321 -0.12059461 -0.00364133 -0.07735413
 -0.05946989  0.16268155 -0.21270435 -0.11219412  0.11202435  0.12467539
 -0.03008189 -0.00304177  0.19269796  0.15295297 -0.10810128  0.03597707
  0.06744453  0.30070439  0.19638634  0.06277719  0.05283835 -0.1031315
  0.17024654 -0.2756452   0.0894745   0.1316504   0.15591978 -0.00175376
  0.09244401 -0.17618389 -0.03141836  0.10519825 -0.16837266  0.12182061
  0.01237863  0.04742122 -0.0567353  -0.05203338  0.24050438  0.06994706
 -0.11327246 -0.06366794  0.13995042 -0.17597963 -0.06323242  0.11918405
 -0.11767762 -0.21396194 -0.24271248  0.07681631  0.48784694  0.11900026
 -0.19587401  0.02954156 -0.08435745 -0.11262828  0.01268252  0.03967991
 -0.06206867 -0.00710895 -0.0399457   0.04114686  0.31119779  0.01287306
  0.00487714  0.28059247 -0.00152651  0.05976482  0.06543483  0.00947994
 -0.06318185 -0.06532216 -0.17197677 -0.03994195 -0.00800405 -0.10257439
 -0.01392809  0.05430684 -0.27472758  0.10349695 -0.01157704 -0.1103318
  0.03155117 -0.05119855 -0.15466934 -0.02092304  0.23913033 -0.32889712
  0.18110517  0.0955329   0.0763324   0.14258619  0.04017914  0.01156505
  0.04977917 -0.03677687 -0.09912754 -0.12492167  0.08500379 -0.07381275
  0.00829739 -0.03446174]"
David Henrie Short Straight   Black    Hairstyle  ,Men,Short,Straight,front_David Henrie Short Straight   Black    Hairstyle  _David-Henrie.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_David Henrie Short Straight   Black    Hairstyle  _David-Henrie.jpg,"[-0.01624648  0.02475767 -0.0446183  -0.04094331 -0.14485279  0.02577014
 -0.04766762 -0.09952398  0.171921   -0.0248789   0.22183679  0.00165725
 -0.22842497 -0.0196944  -0.05069422  0.04891133 -0.08512551 -0.0629117
 -0.10217115 -0.01458775 -0.06790264  0.11129318  0.03547042  0.11020796
 -0.11109023 -0.34663588 -0.07628321 -0.12059461 -0.00364133 -0.07735413
 -0.05946989  0.16268155 -0.21270435 -0.11219412  0.11202435  0.12467539
 -0.03008189 -0.00304177  0.19269796  0.15295297 -0.10810128  0.03597707
  0.06744453  0.30070439  0.19638634  0.06277719  0.05283835 -0.1031315
  0.17024654 -0.2756452   0.0894745   0.1316504   0.15591978 -0.00175376
  0.09244401 -0.17618389 -0.03141836  0.10519825 -0.16837266  0.12182061
  0.01237863  0.04742122 -0.0567353  -0.05203338  0.24050438  0.06994706
 -0.11327246 -0.06366794  0.13995042 -0.17597963 -0.06323242  0.11918405
 -0.11767762 -0.21396194 -0.24271248  0.07681631  0.48784694  0.11900026
 -0.19587401  0.02954156 -0.08435745 -0.11262828  0.01268252  0.03967991
 -0.06206867 -0.00710895 -0.0399457   0.04114686  0.31119779  0.01287306
  0.00487714  0.28059247 -0.00152651  0.05976482  0.06543483  0.00947994
 -0.06318185 -0.06532216 -0.17197677 -0.03994195 -0.00800405 -0.10257439
 -0.01392809  0.05430684 -0.27472758  0.10349695 -0.01157704 -0.1103318
  0.03155117 -0.05119855 -0.15466934 -0.02092304  0.23913033 -0.32889712
  0.18110517  0.0955329   0.0763324   0.14258619  0.04017914  0.01156505
  0.04977917 -0.03677687 -0.09912754 -0.12492167  0.08500379 -0.07381275
  0.00829739 -0.03446174]"
